set,bin,k,Q2,xB,t,phi,dsig,dsig_err,delsig,delsig_err,exp d4sig (nb/Gev^4),d4sig_stat,d4sig_sys+,d4sig_sys-,exp del4sig (nb/GeV^4),del4sig_stat,del4sig_sys+,del4sig_sys-,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS,experiment,link
182,13,5.88,1.427,0.156,-0.603,232.8,0.064116902,0.009180244,-0.005433756,0.006602427,0.0499872,0.00635881,0.00662136,0.00662136,-0.0158154,0.00555526,0.00356807,0.00356807,-2.87769,0.1842,1.38056,100.95809,2.3054,1.1893,0,0,0.01774601,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
182,14,5.88,1.427,0.156,-0.604,247.8,0.046823751,0.008689206,0.003260453,0.007120535,0.0492752,0.00757416,0.00425845,0.00425845,-0.00550281,0.00680853,0.00208469,0.00208469,-2.87558,0.18275,1.37922,100.78405,2.3003,1.18736,0,0,0.017708316,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
182,15,5.88,1.427,0.156,-0.604,262.9,0.047825613,0.00809375,-0.012849934,0.005540796,0.0555062,0.00610488,0.00531406,0.00531406,-0.00782497,0.00526897,0.00171417,0.00171417,-2.87558,0.18275,1.37922,100.78405,2.3003,1.18736,0,0,0.017708316,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
182,16,5.88,1.427,0.156,-0.604,278,0.073639611,0.011314992,-0.009619499,0.007073481,0.100235,0.00844004,0.00753623,0.00753623,-0.0214525,0.00685806,0.00173238,0.00173238,-2.87558,0.18275,1.37922,100.78405,2.3003,1.18736,0,0,0.017708316,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
182,17,5.88,1.426,0.156,-0.604,293.1,0.15263597,0.018727323,-0.018565091,0.013380671,0.168816,0.015084,0.0110989,0.0110989,-0.016872,0.0116785,0.00653108,0.00653108,-2.87558,0.18275,1.37922,100.78405,2.3003,1.18736,0,0,0.017748112,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
182,18,5.88,1.426,0.156,-0.603,308.2,0.188358703,0.020391959,0.003393407,0.016014447,0.206922,0.0157931,0.0129,0.0129,-0.00773928,0.0120506,0.0105473,0.0105473,-2.87769,0.1842,1.38056,100.95809,2.3054,1.1893,0,0,0.017785888,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
182,19,5.88,1.426,0.156,-0.602,323.3,0.314982169,0.060619784,-0.00908983,0.032773434,0.337753,0.0202602,0.0571339,0.0571339,0.0336735,0.0153191,0.0289728,0.0289728,-2.87979,0.18566,1.38191,101.13269,2.31052,1.19124,0,0,0.017823767,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,0,5.88,1.422,0.156,-0.869,7.5,0.223601959,0.020286888,-0.021339189,0.011470353,0.214642,0.0150695,0.0135819,0.0135819,-0.0048938,0.0112668,0.00215133,0.00215133,-2.33647,-0.06675,1.08197,68.52332,1.3137,0.77085,0,0,0.010927003,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,1,5.88,1.426,0.156,-0.858,21.9,0.17974153,0.017965568,-0.00563751,0.009715229,0.194786,0.0126277,0.012779,0.012779,0.0148314,0.00936378,0.00258946,0.00258946,-2.35738,-0.06047,1.09231,69.47278,1.34327,0.7848,0,0,0.011026664,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,2,5.88,1.426,0.156,-0.862,36.8,0.076482933,0.007861374,0.010066252,0.004687146,0.0876772,0.00584765,0.00525416,0.00525416,0.00922946,0.00458331,0.000981127,0.000981127,-2.34976,-0.06279,1.08853,69.12476,1.33243,0.7797,0,0,0.010953945,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,3,5.88,1.426,0.156,-0.864,51.8,0.045238211,0.007183879,-0.010910106,0.003825671,0.0593512,0.00433243,0.00573046,0.00573046,-0.00524373,0.00340659,0.00174095,0.00174095,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.010917832,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,4,5.88,1.427,0.156,-0.864,66.9,0.059090769,0.007358043,0.003066323,0.005955696,0.0591082,0.00619091,0.00397661,0.00397661,0.00630388,0.00495119,0.00330999,0.00330999,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.01089318,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,5,5.88,1.427,0.156,-0.865,82,0.045873827,0.005480686,0.018254994,0.00423017,0.0349561,0.00459457,0.00298795,0.00298795,0.0104973,0.00387714,0.00169178,0.00169178,-2.34405,-0.0645,1.08571,68.86582,1.32437,0.77589,0,0,0.010875239,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,6,5.88,1.427,0.156,-0.865,97.1,0.020971282,0.003949913,0.006415734,0.003202592,0.0243995,0.00363224,0.00155198,0.00155198,0.00463145,0.00317142,0.00044575,0.00044575,-2.34405,-0.0645,1.08571,68.86582,1.32437,0.77589,0,0,0.010875239,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,7,5.88,1.428,0.156,-0.865,112.2,0.010522325,0.001736962,8.91E-05,0.001890015,0.00922085,0.0015201,0.000840437,0.000840437,0.00121832,0.0014437,0.00121979,0.00121979,-2.34405,-0.0645,1.08571,68.86582,1.32437,0.77589,0,0,0.010850702,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,8,5.88,1.428,0.156,-0.864,127.2,0.006664642,0.00324368,0.004741286,0.003295882,0.0115157,0.00304403,0.00112042,0.00112042,0.00478182,0.00297984,0.00140833,0.00140833,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.010868603,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,9,5.88,1.428,0.156,-0.864,142.3,0.007389124,0.004570414,0.001884017,0.005731635,0.0081791,0.0033029,0.00315904,0.00315904,0.00438166,0.003361,0.00464277,0.00464277,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.010868603,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,10,5.88,1.428,0.155,-0.864,172.5,0.015229527,0.006611611,-0.012334727,0.005391565,0.0123051,0.00511247,0.00419238,0.00419238,-0.00828712,0.00511267,0.0017116,0.0017116,-2.34831,-0.06514,1.08665,69.43442,1.33063,0.77639,0,0,0.010800283,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,11,5.88,1.428,0.155,-0.864,202.6,0.000576664,0.006050504,-0.01140032,0.006184098,0.00754683,0.00517272,0.00313872,0.00313872,-0.0120749,0.00528473,0.00321165,0.00321165,-2.34831,-0.06514,1.08665,69.43442,1.33063,0.77639,0,0,0.010800283,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,12,5.88,1.428,0.156,-0.864,217.7,0.00913273,0.00298777,-0.008178023,0.003103581,0.00797954,0.00290502,0.000698303,0.000698303,-0.00452621,0.00298704,0.000842502,0.000842502,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.010868603,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,13,5.88,1.428,0.156,-0.864,232.8,0.010455706,0.003200567,-0.000249434,0.00244344,0.00748529,0.0021696,0.00235297,0.00235297,0.00407663,0.00219447,0.00107457,0.00107457,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.010868603,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,14,5.88,1.428,0.156,-0.865,247.8,0.010423879,0.005073954,0.000575429,0.002363104,0.0133572,0.00231703,0.00451402,0.00451402,0.00118513,0.00205371,0.00116899,0.00116899,-2.34405,-0.0645,1.08571,68.86582,1.32437,0.77589,0,0,0.010850702,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,15,5.88,1.427,0.156,-0.865,262.9,0.020873716,0.003950157,0.001718015,0.003134647,0.0233869,0.00347448,0.00187929,0.00187929,0.00348928,0.00303665,0.000777669,0.000777669,-2.34405,-0.0645,1.08571,68.86582,1.32437,0.77589,0,0,0.010875239,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,16,5.88,1.427,0.156,-0.865,278,0.034683867,0.003795502,-0.001289278,0.002873914,0.0275822,0.00298372,0.0023459,0.0023459,0.00115609,0.00252268,0.00137676,0.00137676,-2.34405,-0.0645,1.08571,68.86582,1.32437,0.77589,0,0,0.010875239,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,17,5.88,1.427,0.156,-0.864,293.1,0.050396865,0.005366438,0.000965415,0.00440598,0.0372962,0.00378245,0.0038068,0.0038068,-0.000960557,0.00314674,0.00308394,0.00308394,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.01089318,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,18,5.88,1.426,0.156,-0.864,308.2,0.054831089,0.007089112,0.001776125,0.004897771,0.0541785,0.00494046,0.00508403,0.00508403,-0.000556391,0.00394763,0.00289903,0.00289903,-2.34595,-0.06393,1.08665,68.95194,1.32705,0.77716,0,0,0.010917832,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,19,5.88,1.426,0.156,-0.862,323.2,0.133512073,0.011846217,-0.014169788,0.006201753,0.103542,0.00720686,0.00940181,0.00940181,-0.00800777,0.00556719,0.00273279,0.00273279,-2.34976,-0.06279,1.08853,69.12476,1.33243,0.7797,0,0,0.010953945,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,20,5.88,1.426,0.156,-0.858,338.1,0.148289297,0.013600017,-0.002270001,0.007753004,0.163527,0.00860597,0.0105308,0.0105308,0.00358248,0.00636436,0.00442764,0.00442764,-2.35738,-0.06047,1.09231,69.47278,1.34327,0.7848,0,0,0.011026664,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
183,21,5.88,1.422,0.156,-0.869,352.5,0.176632468,0.016067735,-0.009392649,0.008182973,0.176116,0.0108913,0.0118132,0.0118132,0.00472929,0.00816894,0.000479027,0.000479027,-2.33647,-0.06675,1.08197,68.52332,1.3137,0.77085,0,0,0.010927003,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,0,5.88,1.424,0.156,-1.382,7.3,0.030180297,0.003433286,0.004327691,0.002415745,0.0301036,0.00262102,0.00221759,0.00221759,0.000236513,0.00202358,0.00131945,0.00131945,-1.55255,-0.17605,0.72544,40.91662,0.50269,0.3342,0,0,0.00545779,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,1,5.88,1.425,0.156,-1.381,22,0.023172659,0.003003547,0.002062735,0.001798432,0.0227179,0.0021818,0.00206423,0.00206423,0.00258911,0.00171052,0.000555409,0.000555409,-1.55374,-0.17604,0.72596,40.95055,0.50356,0.33474,0,0,0.005451254,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,2,5.88,1.426,0.156,-1.381,36.9,0.014710984,0.002236176,0.000341399,0.001683828,0.0160933,0.00194145,0.00110962,0.00110962,-0.00117154,0.00159005,0.000554091,0.000554091,-1.55374,-0.17604,0.72596,40.95055,0.50356,0.33474,0,0,0.005438712,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,3,5.88,1.426,0.156,-1.38,51.9,0.00918822,0.001421813,0.001762804,0.001122679,0.0103624,0.001206,0.000753071,0.000753071,-0.000310106,0.000969358,0.000566351,0.000566351,-1.55493,-0.17603,0.72647,40.98452,0.50444,0.33529,0,0,0.005444742,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,4,5.88,1.427,0.156,-1.38,66.9,0.008872302,0.001402839,-0.000274288,0.001319397,0.00616011,0.00128557,0.000561487,0.000561487,-0.000613044,0.00115651,0.000635054,0.000635054,-1.55493,-0.17603,0.72647,40.98452,0.50444,0.33529,0,0,0.005432228,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,5,5.88,1.428,0.156,-1.38,82,0.01041264,0.003383373,0.000245985,0.00303996,0.0104516,0.0031523,0.00122891,0.00122891,-0.00288718,0.0028358,0.00109526,0.00109526,-1.55493,-0.17603,0.72647,40.98452,0.50444,0.33529,0,0,0.005419754,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,6,5.88,1.428,0.156,-1.379,97,0.008169658,0.002179678,-0.000715267,0.001807366,0.00578335,0.00195607,0.000961658,0.000961658,0.000741455,0.00175353,0.000437842,0.000437842,-1.55612,-0.17602,0.72698,41.01855,0.50532,0.33583,0,0,0.005425762,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,7,5.88,1.428,0.156,-1.379,247.9,0.003777099,0.002977487,-0.009269825,0.002968142,0.00534491,0.00293571,0.000497027,0.000497027,-0.00534491,0.00293571,0.00043758,0.00043758,-1.55612,-0.17602,0.72698,41.01855,0.50532,0.33583,0,0,0.005425762,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,8,5.88,1.428,0.156,-1.379,263,0.004390144,0.001261521,-0.000554676,0.00108868,0.0038741,0.00115288,0.000512155,0.000512155,-0.00128042,0.00105651,0.000262699,0.000262699,-1.55612,-0.17602,0.72698,41.01855,0.50532,0.33583,0,0,0.005425762,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,9,5.88,1.428,0.156,-1.38,278,0.001670867,0.001833244,-0.000886489,0.0008055,0.00414561,0.000881777,0.00160725,0.00160725,-0.000519826,0.00079265,0.000143304,0.000143304,-1.55493,-0.17603,0.72647,40.98452,0.50444,0.33529,0,0,0.005419754,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,10,5.88,1.427,0.156,-1.38,293.1,0.004013805,0.001223047,-0.001174356,0.00084934,0.00566156,0.000940092,0.00078235,0.00078235,-0.000410969,0.00080776,0.000262493,0.000262493,-1.55493,-0.17603,0.72647,40.98452,0.50444,0.33529,0,0,0.005432228,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,11,5.88,1.426,0.156,-1.381,323.1,0.020861929,0.002796336,-0.003241489,0.001850541,0.0193211,0.00228207,0.00161606,0.00161606,-0.00188415,0.00179643,0.000444232,0.000444232,-1.55374,-0.17604,0.72596,40.95055,0.50356,0.33474,0,0,0.005438712,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,12,5.88,1.425,0.156,-1.381,338,0.019793108,0.002536323,-0.005609696,0.001607692,0.0205561,0.00181047,0.00177627,0.00177627,-0.00299348,0.00142238,0.000749338,0.000749338,-1.55374,-0.17604,0.72596,40.95055,0.50356,0.33474,0,0,0.005451254,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
184,13,5.88,1.424,0.156,-1.382,352.7,0.052706057,0.108343408,-0.002289759,0.047634574,0.0324469,0.00243686,0.108316,0.108316,-0.000180818,0.0018406,0.047599,0.047599,-1.55255,-0.17605,0.72544,40.91662,0.50269,0.3342,0,0,0.00545779,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,0,5.88,1.484,0.184,-0.109,7.5,2.946400559,0.470587952,0.051292623,0.358218282,3.28944,0.230949,0.410019,0.410019,0.119001,0.177636,0.311072,0.311072,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07143126,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,1,5.88,1.483,0.184,-0.109,22.3,3.807712762,0.299136403,0.21662595,0.137780634,3.75378,0.179514,0.239285,0.239285,0.328899,0.13336,0.034621,0.034621,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07158739,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,2,5.88,1.484,0.184,-0.109,37.1,2.796785115,0.229948857,0.960121553,0.121107471,3.13625,0.131461,0.188665,0.188665,0.741453,0.0987945,0.0700476,0.0700476,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07143126,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,3,5.88,1.485,0.184,-0.109,52.1,2.266124368,0.195753948,0.497000274,0.103975972,2.39009,0.123423,0.151942,0.151942,0.507061,0.0935631,0.0453536,0.0453536,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07127555,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,4,5.88,1.486,0.184,-0.109,67.1,1.899526299,0.313517849,0.984669185,0.190856518,1.58261,0.116797,0.29095,0.29095,0.311126,0.0898126,0.168404,0.168404,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.071120344,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,5,5.88,1.486,0.184,-0.109,82.1,1.135652485,0.145608267,0.236899281,0.090419788,1.31686,0.10462,0.101274,0.101274,0.196226,0.0806804,0.0408217,0.0408217,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.071120344,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,6,5.88,1.487,0.184,-0.108,97.2,1.221491722,0.147477834,0.301429031,0.097032126,1.32584,0.105013,0.103547,0.103547,0.353709,0.081279,0.0529996,0.0529996,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,7,5.88,1.487,0.184,-0.108,112.2,0.928903688,0.12050106,0.219277486,0.091374815,1.01569,0.0920484,0.0777663,0.0777663,0.322134,0.0738354,0.0538302,0.0538302,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,8,5.88,1.487,0.184,-0.108,127.3,0.804694996,0.117918231,0.340722852,0.096422441,0.809564,0.103675,0.0561801,0.0561801,0.482898,0.0915736,0.0301921,0.0301921,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,9,5.88,1.487,0.184,-0.108,142.3,0.967785548,0.133227228,0.159755821,0.085937615,0.841645,0.103523,0.0838599,0.0838599,0.155029,0.0819544,0.0258602,0.0258602,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,10,5.88,1.487,0.184,-0.108,157.4,0.590416969,0.07994596,0.134361308,0.050114248,0.556645,0.0585616,0.0544233,0.0544233,0.157724,0.0473952,0.0162829,0.0162829,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,11,5.88,1.487,0.184,-0.108,172.5,0.678351438,0.132486495,-0.208313286,0.096388016,0.727001,0.1114,0.0717127,0.0717127,-0.236031,0.0899131,0.0347316,0.0347316,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,12,5.88,1.487,0.184,-0.108,187.5,0.424866824,0.103583274,-0.065201019,0.084720194,0.545443,0.0872943,0.0557602,0.0557602,-0.034872,0.0704374,0.0470753,0.0470753,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,13,5.88,1.487,0.184,-0.108,202.6,0.419672635,0.064715554,-0.202415187,0.05135166,0.475303,0.0529145,0.037258,0.037258,-0.156683,0.043712,0.0269491,0.0269491,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,14,5.88,1.487,0.184,-0.108,232.7,0.307039117,0.148667266,0.163994387,0.063878062,0.620703,0.0690745,0.131646,0.131646,0.0784408,0.0554811,0.0316584,0.0316584,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,15,5.88,1.487,0.184,-0.108,247.8,0.879147566,0.113464002,-0.153552688,0.073662606,0.957045,0.0866958,0.0731978,0.0731978,-0.23925,0.0680578,0.0281836,0.0281836,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,16,5.88,1.487,0.184,-0.108,262.8,1.072782632,0.097862447,-0.180209226,0.063691559,0.968188,0.0678608,0.0705122,0.0705122,-0.0983019,0.0521005,0.0366354,0.0366354,-3.00869,1.97296,2.39746,436.96954,6.81833,2.45066,0,0,0.07126968,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,17,5.88,1.486,0.184,-0.109,277.9,1.134637934,0.139884688,-0.026244581,0.079530632,1.28689,0.0909638,0.10627,0.10627,-0.229883,0.0702466,0.0372899,0.0372899,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.071120344,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,18,5.88,1.486,0.184,-0.109,292.9,2.075336216,0.188618038,-0.581112276,0.193831347,1.74508,0.124364,0.141811,0.141811,-0.575003,0.0978123,0.167342,0.167342,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.071120344,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,19,5.88,1.485,0.184,-0.109,307.9,2.47718192,0.232354968,-0.393828953,0.135779411,2.41738,0.134863,0.189211,0.189211,-0.308173,0.10049,0.0913116,0.0913116,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07127555,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,20,5.88,1.484,0.184,-0.109,322.9,2.75870831,0.266954054,-0.298995387,0.101068344,2.64329,0.111599,0.242508,0.242508,-0.226511,0.0830663,0.0575743,0.0575743,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07143126,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
185,21,5.88,1.483,0.184,-0.109,337.7,3.223455503,0.306858239,-0.503694659,0.15540143,3.8471,0.191316,0.239917,0.239917,-0.298323,0.142114,0.0628746,0.0628746,-3.01271,1.96576,2.39438,433.51782,6.79979,2.44702,0,0,0.07158739,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,0,5.88,1.487,0.186,-0.152,22.8,3.116118358,0.308084963,0.063587526,0.191209211,3.10962,0.246056,0.185399,0.185399,0.279858,0.184735,0.049335,0.049335,-3.13841,1.67543,2.26754,319.33131,6.0023,2.28301,0,0,0.059705064,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,1,5.88,1.485,0.184,-0.154,37,2.072804974,0.149753355,0.158051407,0.060305148,2.08288,0.0752912,0.12945,0.12945,0.222859,0.0559635,0.0224677,0.0224677,-3.15172,1.66674,2.26189,319.35609,6.02818,2.28835,0,0,0.059379235,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,2,5.88,1.486,0.184,-0.154,52,1.440484754,0.111439648,0.166073721,0.057430513,1.52767,0.0627883,0.0920675,0.0920675,0.117076,0.0469564,0.033066,0.033066,-3.15172,1.66674,2.26189,319.35609,6.02818,2.28835,0,0,0.059249837,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,3,5.88,1.486,0.184,-0.153,67,1.18212128,0.102518281,0.281878344,0.074464436,1.15675,0.0694125,0.0754447,0.0754447,0.282598,0.0537529,0.0515323,0.0515323,-3.14943,1.67289,2.26471,321.24613,6.04409,2.29176,0,0,0.059478525,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,4,5.88,1.487,0.184,-0.153,82.1,0.900578061,0.094190506,0.175017445,0.045944757,0.817788,0.0522498,0.0783697,0.0783697,0.152936,0.0407194,0.0212803,0.0212803,-3.14943,1.67289,2.26471,321.24613,6.04409,2.29176,0,0,0.05934898,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,5,5.88,1.487,0.184,-0.153,97.1,0.840060718,0.074153491,0.170310419,0.049864345,0.732793,0.0472686,0.0571351,0.0571351,0.193241,0.0370253,0.0334003,0.0334003,-3.14943,1.67289,2.26471,321.24613,6.04409,2.29176,0,0,0.05934898,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,6,5.88,1.488,0.184,-0.153,112.2,0.466315976,0.050135639,0.080452532,0.028890324,0.487856,0.0343118,0.0365552,0.0365552,0.118042,0.0274302,0.00906835,0.00906835,-3.14943,1.67289,2.26471,321.24613,6.04409,2.29176,0,0,0.0592198,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,7,5.88,1.488,0.184,-0.153,127.3,0.401772337,0.055381656,0.077540422,0.041371028,0.42553,0.0435837,0.03417,0.03417,0.0376269,0.0351507,0.0218172,0.0218172,-3.14943,1.67289,2.26471,321.24613,6.04409,2.29176,0,0,0.0592198,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
186,8,5.88,1.488,0.184,-0.153,142.3,0.52801205,0.062353721,0.137612277,0.044009215,0.446953,0.0462026,0.0418725,0.0418725,0.09535,0.0368387,0.0240774,0.0240774,-3.14943,1.67289,2.26471,321.24613,6.04409,2.29176,0,0,0.0592198,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203
