set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHt,ReEt,ImH,ImE,ImHt,ImEt,dvcs,F_true
72,10,5.75,1.27,0.154,-0.11,187.54,1.12235,0.208734,0.18598,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,0.962664
72,11,5.75,1.27,0.154,-0.11,202.6,0.983638,0.137975,0.14027,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,1.00569
72,12,5.75,1.27,0.154,-0.11,217.67,0.865514,0.0969981,0.11207,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,1.09791
72,13,5.75,1.27,0.154,-0.11,232.74,1.40267,0.254991,0.18179,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,1.25308
72,14,5.75,1.27,0.154,-0.11,247.8,1.54724,0.177623,0.1148,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,1.49627
72,15,5.75,1.27,0.154,-0.11,262.85,1.61115,0.224804,0.13953,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,1.87127
72,16,5.75,1.27,0.154,-0.11,277.91,2.38767,0.384152,0.16089,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,2.45537
72,17,5.75,1.27,0.154,-0.11,292.97,3.47119,0.377458,0.10874,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,3.38331
72,18,5.75,1.27,0.154,-0.11,307.23,5.01449,0.480789,0.09588,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,4.78706
72,19,5.75,1.27,0.154,-0.11,320.51,7.8342,0.941984,0.12024,-3.11809,2.39131,2.04195,522.399,8.01382,0,2.67485,0,0.115446,6.81021
73,0,5.75,1.27,0.154,-0.15,53.18,3.20169,0.334256,0.1044,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,3.3699
73,1,5.75,1.27,0.154,-0.15,66.96,2.22053,0.232401,0.10466,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,2.28235
73,2,5.75,1.27,0.154,-0.15,82.04,1.64503,0.202634,0.12318,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,1.59954
73,3,5.75,1.27,0.154,-0.15,97.11,1.28431,0.144099,0.1122,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,1.19706
73,4,5.75,1.27,0.154,-0.15,112.18,0.740321,0.0875282,0.11823,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.94941
73,5,5.75,1.27,0.154,-0.15,127.25,0.723636,0.112591,0.15559,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.793568
73,6,5.75,1.27,0.154,-0.15,142.32,0.591919,0.07515,0.12696,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.696136
73,7,5.75,1.27,0.154,-0.15,157.39,0.511266,0.064849,0.12684,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.638963
73,8,5.75,1.27,0.154,-0.15,172.46,0.564236,0.0874848,0.15505,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.612456
73,9,5.75,1.27,0.154,-0.15,187.54,0.701248,0.126694,0.18067,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.612456
73,10,5.75,1.27,0.154,-0.15,202.61,0.6914,0.117344,0.16972,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.638963
73,11,5.75,1.27,0.154,-0.15,217.68,0.77108,0.141385,0.18336,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.696136
73,12,5.75,1.27,0.154,-0.15,232.75,0.800752,0.12985,0.16216,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.793568
73,13,5.75,1.27,0.154,-0.15,247.82,1.05635,0.1179,0.11161,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,0.94941
73,14,5.75,1.27,0.154,-0.15,262.89,1.21194,0.119146,0.09831,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,1.19706
73,15,5.75,1.27,0.154,-0.15,277.96,1.6496,0.155095,0.09402,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,1.59954
73,16,5.75,1.27,0.154,-0.15,293.04,2.68776,0.267379,0.09948,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,2.28235
73,17,5.75,1.27,0.154,-0.15,306.82,3.43526,0.374134,0.10891,-3.27525,2.27322,1.74791,397.216,7.14498,0,2.50472,0,0.0965519,3.3699
74,0,5.75,1.27,0.154,-0.2,53.03,1.95632,0.255378,0.13054,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,2.29616
74,1,5.75,1.27,0.154,-0.2,66.9,1.69343,0.199232,0.11765,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,1.48497
74,2,5.75,1.27,0.154,-0.2,82,0.912243,0.113437,0.12435,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,1.01587
74,3,5.75,1.27,0.154,-0.2,97.09,0.887118,0.106809,0.1204,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.752533
74,4,5.75,1.27,0.154,-0.2,112.17,0.531453,0.0700137,0.13174,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.595639
74,5,5.75,1.27,0.154,-0.2,127.24,0.52273,0.0962765,0.18418,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.499023
74,6,5.75,1.27,0.154,-0.2,142.31,0.541469,0.0961757,0.17762,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.439455
74,7,5.75,1.27,0.154,-0.2,157.39,0.413187,0.0723243,0.17504,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.404792
74,8,5.75,1.27,0.154,-0.2,172.46,0.406907,0.0716604,0.17611,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.388816
74,9,5.75,1.27,0.154,-0.2,187.54,0.38669,0.0674542,0.17444,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.388816
74,10,5.75,1.27,0.154,-0.2,202.61,0.343572,0.0566585,0.16491,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.404792
74,11,5.75,1.27,0.154,-0.2,217.69,0.329912,0.043743,0.13259,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.439455
74,12,5.75,1.27,0.154,-0.2,232.76,0.595028,0.101845,0.17116,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.499023
74,13,5.75,1.27,0.154,-0.2,247.83,0.414569,0.0637732,0.15383,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.595639
74,14,5.75,1.27,0.154,-0.2,262.91,0.772928,0.0843419,0.10912,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,0.752533
74,15,5.75,1.27,0.154,-0.2,278,0.89768,0.165433,0.18429,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,1.01587
74,16,5.75,1.27,0.154,-0.2,293.1,1.36506,0.166592,0.12204,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,1.48497
74,17,5.75,1.27,0.154,-0.2,306.97,1.96163,0.256346,0.13068,-3.38187,2.1375,1.4344,304.885,6.21935,0,2.30721,0,0.0789333,2.29616
75,0,5.75,1.27,0.154,-0.26,52.39,1.49413,0.155465,0.10405,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,1.54092
75,1,5.75,1.27,0.154,-0.26,66.86,0.966915,0.155432,0.16075,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.948798
75,2,5.75,1.27,0.154,-0.26,81.97,0.63745,0.0713434,0.11192,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.64143
75,3,5.75,1.27,0.154,-0.26,97.07,0.37702,0.0564249,0.14966,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.474204
75,4,5.75,1.27,0.154,-0.26,112.15,0.380759,0.071023,0.18653,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.376647
75,5,5.75,1.27,0.154,-0.26,127.23,0.218441,0.0413946,0.1895,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.317351
75,6,5.75,1.27,0.154,-0.26,142.31,0.310728,0.0438841,0.14123,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.281134
75,7,5.75,1.27,0.154,-0.26,157.39,0.247161,0.0476527,0.1928,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.260199
75,8,5.75,1.27,0.154,-0.26,172.46,0.310679,0.0531883,0.1712,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.25058
75,9,5.75,1.27,0.154,-0.26,187.54,0.216622,0.0376121,0.17363,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.25058
75,10,5.75,1.27,0.154,-0.26,202.61,0.310503,0.0434611,0.13997,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.260199
75,11,5.75,1.27,0.154,-0.26,217.69,0.241308,0.0458533,0.19002,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.281134
75,12,5.75,1.27,0.154,-0.26,232.77,0.312733,0.0624028,0.19954,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.317351
75,13,5.75,1.27,0.154,-0.26,247.85,0.216893,0.0399213,0.18406,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.376647
75,14,5.75,1.27,0.154,-0.26,262.93,0.513733,0.10083,0.19627,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.474204
75,15,5.75,1.27,0.154,-0.26,278.03,0.585312,0.0922744,0.15765,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.64143
75,16,5.75,1.27,0.154,-0.26,293.14,0.97116,0.119093,0.12263,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,0.948798
75,17,5.75,1.27,0.154,-0.26,307.61,1.50457,0.188567,0.12533,-3.41728,1.9901,1.12378,237.695,5.29741,0,2.09067,0,0.0635864,1.54092
76,0,5.75,1.27,0.154,-0.34,51.8,0.622391,0.117146,0.18822,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.951098
76,1,5.75,1.27,0.154,-0.34,66.83,0.420146,0.0772481,0.18386,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.56741
76,2,5.75,1.27,0.154,-0.34,81.95,0.403341,0.0662811,0.16433,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.38352
76,3,5.75,1.27,0.154,-0.34,97.05,0.313697,0.0450657,0.14366,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.285269
76,4,5.75,1.27,0.154,-0.34,112.14,0.296727,0.0387882,0.13072,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.228615
76,5,5.75,1.27,0.154,-0.34,127.23,0.219264,0.053301,0.24309,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.194483
76,6,5.75,1.27,0.154,-0.34,142.31,0.218337,0.0622892,0.28529,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.173771
76,7,5.75,1.27,0.154,-0.34,157.38,0.104633,0.0260839,0.24929,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.161848
76,8,5.75,1.27,0.154,-0.34,172.46,0.20734,0.0428448,0.20664,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.156372
76,9,5.75,1.27,0.154,-0.34,187.54,0.182558,0.0507565,0.27803,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.156372
76,10,5.75,1.27,0.154,-0.34,202.62,0.131305,0.0219608,0.16725,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.161848
76,11,5.75,1.27,0.154,-0.34,217.69,0.185993,0.0286374,0.15397,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.173771
76,12,5.75,1.27,0.154,-0.34,232.77,0.265049,0.0551541,0.20809,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.194483
76,13,5.75,1.27,0.154,-0.34,247.86,0.239237,0.0400793,0.16753,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.228615
76,14,5.75,1.27,0.154,-0.34,262.95,0.320301,0.0377219,0.11777,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.285269
76,15,5.75,1.27,0.154,-0.34,278.05,0.410971,0.0467274,0.1137,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.38352
76,16,5.75,1.27,0.154,-0.34,293.17,0.624191,0.0781175,0.12515,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.56741
76,17,5.75,1.27,0.154,-0.34,308.2,0.819257,0.111108,0.13562,-3.36613,1.81615,0.797875,183.01,4.31502,0,1.83325,0,0.049279,0.951098
77,0,5.75,1.27,0.154,-0.45,41.09,0.792288,0.0927293,0.11704,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.82068
77,1,5.75,1.27,0.154,-0.45,51.65,0.562675,0.0708408,0.1259,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.519047
77,2,5.75,1.27,0.154,-0.45,66.81,0.315315,0.0510874,0.16202,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.312213
77,3,5.75,1.27,0.154,-0.45,81.93,0.139264,0.0323399,0.23222,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.213947
77,4,5.75,1.27,0.154,-0.45,97.04,0.19329,0.0261831,0.13546,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.161565
77,5,5.75,1.27,0.154,-0.45,112.13,0.117649,0.0169509,0.14408,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.131506
77,6,5.75,1.27,0.154,-0.45,127.22,0.0571477,0.0147207,0.25759,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.113457
77,7,5.75,1.27,0.154,-0.45,142.3,0.0748941,0.0162033,0.21635,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.10253
77,8,5.75,1.27,0.154,-0.45,157.38,0.120769,0.0249643,0.20671,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.0962448
77,9,5.75,1.27,0.154,-0.45,172.46,0.13507,0.0440166,0.32588,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.0933632
77,10,5.75,1.27,0.154,-0.45,187.54,0.159559,0.0857518,0.53743,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.0933632
77,11,5.75,1.27,0.154,-0.45,202.62,0.116034,0.0267551,0.23058,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.0962448
77,12,5.75,1.27,0.154,-0.45,217.7,0.113595,0.0274808,0.24192,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.10253
77,13,5.75,1.27,0.154,-0.45,232.78,0.109857,0.0230173,0.20952,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.113457
77,14,5.75,1.27,0.154,-0.45,247.87,0.171155,0.0291837,0.17051,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.131506
77,15,5.75,1.27,0.154,-0.45,262.96,0.16257,0.0216186,0.13298,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.161565
77,16,5.75,1.27,0.154,-0.45,278.07,0.20855,0.0291135,0.1396,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.213947
77,17,5.75,1.27,0.154,-0.45,293.19,0.305002,0.037625,0.12336,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.312213
77,18,5.75,1.27,0.154,-0.45,308.35,0.520525,0.0661951,0.12717,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.519047
77,19,5.75,1.27,0.154,-0.45,318.91,0.722698,0.0931702,0.12892,-3.19645,1.61191,0.472648,138.273,3.29982,0,1.53028,0,0.036371,0.82068
78,0,5.75,1.39,0.155,-0.11,68.41,4.24451,0.523942,0.12344,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,4.14585
78,1,5.75,1.39,0.155,-0.11,82.12,2.74884,0.296023,0.10769,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,3.05928
78,2,5.75,1.39,0.155,-0.11,97.15,2.27713,0.231493,0.10166,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,2.31457
78,3,5.75,1.39,0.155,-0.11,112.22,1.71886,0.273487,0.15911,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.84332
78,4,5.75,1.39,0.155,-0.11,127.28,1.21063,0.170686,0.14099,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.5412
78,5,5.75,1.39,0.155,-0.11,142.34,1.29141,0.135172,0.10467,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.34951
78,6,5.75,1.39,0.155,-0.11,157.4,1.32607,0.145908,0.11003,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.23587
78,7,5.75,1.39,0.155,-0.11,172.47,1.30739,0.20364,0.15576,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.18284
78,8,5.75,1.39,0.155,-0.11,187.53,1.20101,0.183395,0.1527,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.18284
78,9,5.75,1.39,0.155,-0.11,202.6,1.12496,0.152826,0.13585,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.23587
78,10,5.75,1.39,0.155,-0.11,217.66,1.20228,0.145969,0.12141,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.34951
78,11,5.75,1.39,0.155,-0.11,232.72,1.41441,0.166123,0.11745,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.5412
78,12,5.75,1.39,0.155,-0.11,247.78,1.71882,0.17532,0.102,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,1.84332
78,13,5.75,1.39,0.155,-0.11,262.85,2.09473,0.316682,0.15118,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,2.31457
78,14,5.75,1.39,0.155,-0.11,277.88,3.39299,0.292171,0.08611,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,3.05928
78,15,5.75,1.39,0.155,-0.11,291.59,3.49096,0.443352,0.127,-3.11477,2.39131,2.0385,518.747,7.96502,0,2.66634,0,0.0864557,4.14585
79,0,5.75,1.39,0.155,-0.15,68.06,2.89554,0.264508,0.09135,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,2.72111
79,1,5.75,1.39,0.155,-0.15,82.05,2.06435,0.196712,0.09529,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,1.93776
79,2,5.75,1.39,0.155,-0.15,97.13,1.25615,0.151178,0.12035,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,1.43989
79,3,5.75,1.39,0.155,-0.15,112.2,0.908089,0.136377,0.15018,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,1.13717
79,4,5.75,1.39,0.155,-0.15,127.27,0.630517,0.076633,0.12154,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.947569
79,5,5.75,1.39,0.155,-0.15,142.33,0.676617,0.145358,0.21483,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.829294
79,6,5.75,1.39,0.155,-0.15,157.4,0.715574,0.0985274,0.13769,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.759863
79,7,5.75,1.39,0.155,-0.15,172.47,0.595947,0.0744576,0.12494,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.727681
79,8,5.75,1.39,0.155,-0.15,187.53,0.884085,0.127299,0.14399,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.727681
79,9,5.75,1.39,0.155,-0.15,202.6,0.801303,0.122367,0.15271,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.759863
79,10,5.75,1.39,0.155,-0.15,217.67,0.970408,0.106832,0.11009,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.829294
79,11,5.75,1.39,0.155,-0.15,232.73,0.796558,0.0998963,0.12541,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,0.947569
79,12,5.75,1.39,0.155,-0.15,247.8,0.812034,0.0987027,0.12155,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,1.13717
79,13,5.75,1.39,0.155,-0.15,262.87,1.58721,0.142801,0.08997,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,1.43989
79,14,5.75,1.39,0.155,-0.15,277.95,1.70083,0.189727,0.11155,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,1.93776
79,15,5.75,1.39,0.155,-0.15,291.94,2.45081,0.242165,0.09881,-3.27137,2.27322,1.74559,394.44,7.10334,0,2.49731,0,0.0723391,2.72111
80,0,5.75,1.39,0.155,-0.2,67.32,1.45714,0.159003,0.10912,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,1.7343
80,1,5.75,1.39,0.155,-0.2,82.02,1.23755,0.136316,0.11015,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,1.19059
80,2,5.75,1.39,0.155,-0.2,97.11,0.905186,0.114986,0.12703,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.877452
80,3,5.75,1.39,0.155,-0.2,112.19,0.803113,0.119086,0.14828,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.691332
80,4,5.75,1.39,0.155,-0.2,127.26,0.449737,0.0653378,0.14528,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.576611
80,5,5.75,1.39,0.155,-0.2,142.33,0.478783,0.0629169,0.13141,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.505745
80,6,5.75,1.39,0.155,-0.2,157.4,0.282248,0.0507764,0.1799,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.464458
80,7,5.75,1.39,0.155,-0.2,172.47,0.538126,0.0836409,0.15543,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.445393
80,8,5.75,1.39,0.155,-0.2,187.53,0.439445,0.0958474,0.21811,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.445393
80,9,5.75,1.39,0.155,-0.2,202.6,0.436509,0.0702867,0.16102,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.464458
80,10,5.75,1.39,0.155,-0.2,217.67,0.445126,0.0545591,0.12257,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.505745
80,11,5.75,1.39,0.155,-0.2,232.74,0.831711,0.13843,0.16644,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.576611
80,12,5.75,1.39,0.155,-0.2,247.81,0.850389,0.112855,0.13271,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.691332
80,13,5.75,1.39,0.155,-0.2,262.89,1.11985,0.141481,0.12634,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,0.877452
80,14,5.75,1.39,0.155,-0.2,277.98,1.07164,0.106145,0.09905,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,1.19059
80,15,5.75,1.39,0.155,-0.2,292.68,1.4587,0.256818,0.17606,-3.37647,2.1375,1.4332,302.754,6.18502,0,2.30102,0,0.0591641,1.7343
81,0,5.75,1.39,0.155,-0.26,66.92,1.09865,0.128025,0.11653,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,1.07416
81,1,5.75,1.39,0.155,-0.26,82,0.717374,0.0915154,0.12757,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.725759
81,2,5.75,1.39,0.155,-0.26,97.09,0.548713,0.0775277,0.14129,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.534954
81,3,5.75,1.39,0.155,-0.26,112.18,0.41262,0.05421,0.13138,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.422744
81,4,5.75,1.39,0.155,-0.26,127.25,0.46032,0.0752255,0.16342,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.354189
81,5,5.75,1.39,0.155,-0.26,142.32,0.319251,0.045372,0.14212,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.31208
81,6,5.75,1.39,0.155,-0.26,157.39,0.438351,0.0895902,0.20438,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.287638
81,7,5.75,1.39,0.155,-0.26,172.46,0.367964,0.115857,0.31486,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.276372
81,8,5.75,1.39,0.155,-0.26,187.54,0.298923,0.0770832,0.25787,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.276372
81,9,5.75,1.39,0.155,-0.26,202.61,0.26531,0.0325614,0.12273,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.287638
81,10,5.75,1.39,0.155,-0.26,217.68,0.25952,0.0386425,0.1489,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.31208
81,11,5.75,1.39,0.155,-0.26,232.75,0.250195,0.0356277,0.1424,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.354189
81,12,5.75,1.39,0.155,-0.26,247.82,0.389704,0.0592077,0.15193,-3.41144,1.9901,1.12356,236.033,5.26998,0,2.08575,0,0.0476838,0.422744
